"drug","casrn.x","dtxsid","dtxcid","preferredName","hasStructureImage","smiles","isMarkush","searchName","searchValue","rank","isDuplicate","QSAR_Ready_SMILES","Canonical_SMILES","surr.pod.gen","surr.pod.repdev","pod.gen","lb.gen","ub.gen","cum_freq.gen","pod.repdev","lb.repdev","ub.repdev","cum_freq.repdev","casrn.y","Name","pod.min","pod.min.lb"
"vandetanib","443913-73-3","DTXSID1046681","DTXCID9026681","Vandetanib",1,"COC1=CC2=C(NC3=CC=C(Br)C=C3F)N=CN=C2C=C1OCC1CCN(C)CC1",FALSE,"Approved Name","VANDETANIB",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"varenicline tartrate","375815-87-5","DTXSID0049072","DTXCID101476013","Varenicline tartrate",1,"O[C@H]([C@@H](O)C(O)=O)C(O)=O.C1[C@H]2CNC[C@@H]1C1=CC3=C(C=C21)N=CC=N3",FALSE,"Approved Name","VARENICLINE TARTRATE",9,FALSE,"C1NCC2CC1C1=CC3N=CC=NC=3C=C12","O=C(O)[C@H](O)[C@@H](O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1",NA,NA,3.724011764,0.271693533,51.04377522,0.19885525,8.473821985,0.938393629,76.51976403,0.131153437,"375815-87-5","Varenicline tartrate",3.724011764,0.271693533
"vigabatrin","68506-86-5","DTXSID4041153","DTXCID2021153","4-Amino-5-hexenoic acid",1,"NC(CCC(O)=O)C=C",FALSE,"Integrated Source Name","VIGABATRIN",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vismodegib","879085-55-9","DTXSID40236689","DTXCID20159180","Vismodegib",1,"CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC(=C(Cl)C=C1)C1=CC=CC=N1",FALSE,"Synonym","VISMODEGIB",15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vorapaxar sulfate","705260-08-8","DTXSID60990731","DTXCID401513428","Vorapaxar sulfate",1,"OS(O)(=O)=O.[H][C@@]12C[C@]3([H])C[C@@H](CC[C@@]3([H])[C@H](\C=C\C3=CC=C(C=N3)C3=CC(F)=CC=C3)[C@]1([H])[C@@H](C)OC2=O)NC(=O)OCC",FALSE,"Approved Name","VORAPAXAR SULFATE",9,FALSE,"CC1OC(=O)C2CC3CC(CCC3C(C=CC3C=CC(=CN=3)C3C=CC=C(F)C=3)C12)N=C(O)OCC","CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1.O=S(=O)(O)O",NA,NA,32.74785026,2.389192005,448.8637559,0.86285523,18.86469029,2.08908155,170.3507168,0.425230307,"705260-08-8","Vorapaxar sulfate",18.86469029,2.08908155
"vortioxetine hydrobromide","960203-27-4","DTXSID501027850","DTXCID701513427","Vortioxetine hydrobromide",1,"Br.CC1=CC(C)=C(SC2=CC=CC=C2N2CCNCC2)C=C1",FALSE,"Approved Name","VORTIOXETINE HYDROBROMIDE",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zafirlukast","107753-78-6","DTXSID5023746","DTXCID303746","Zafirlukast",1,"COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C",FALSE,"Approved Name","ZAFIRLUKAST",9,FALSE,"CC1=CC=CC=C1S(=O)(=O)NC(=O)C1=CC(OC)=C(CC2=CN(C)C3C=CC(=CC2=3)NC(=O)OC2CCCC2)C=C1","COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12",NA,NA,13.90043804,1.014137269,190.5286233,0.669273199,16.40909838,1.817148555,148.1763882,0.382540504,"","Zafirlukast",13.90043804,1.014137269
"zaleplon","151319-34-5","DTXSID5023748","DTXCID103748","Zaleplon",1,"CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N",FALSE,"Integrated Source Name","ZALEPLON",16,FALSE,"CC(=O)N(CC)C1C=C(C=CC=1)C1=CC=NC2=C(C=NN12)C#N","CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1",NA,NA,8.188621402,0.597419025,112.2386761,0.506165572,12.11889865,1.34205053,109.4353017,0.265690845,"151319-34-5","Zaleplon",8.188621402,0.597419025
"zileuton","111406-87-2","DTXSID9023752","DTXCID003752","Zileuton",1,"CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2",FALSE,"Integrated Source Name","ZILEUTON",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ziprasidone hydrochloride","138982-67-9","DTXSID00160855","DTXCID9083346","Ziprasidone hydrochloride monohydrate",1,"O.Cl.ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1",FALSE,"Synonym","ZIPRASIDONE HYDROCHLORIDE",15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"zonisamide","68291-97-4","DTXSID9046023","DTXCID7026023","Zonisamide",1,"NS(=O)(=O)CC1=NOC2=C1C=CC=C2",FALSE,"Integrated Source Name","ZONISAMIDE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"balsalazide disodium","80573-04-2","DTXSID7040653","DTXCID5020653","Balsalazide",1,"OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC(C(O)=O)=C(O)C=C1",FALSE,"Integrated Source Name","BALSALAZIDE",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"nebivolol hydrochloride","99200-09-6","DTXSID9040556","DTXCID7020556","Nebivolol",1,"OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=CC(F)=CC=C2O1",FALSE,"Integrated Source Name","NEBIVOLOL",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"patiromer sorbitex calcium","1208912-84-8","DTXSID101027696",NA,"Veltassa",0,NA,TRUE,"Expert Validated Synonym","PATIROMER",10,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"raltegravir potassium","518048-05-0","DTXSID2048660","DTXCID5028586","Raltegravir",1,"CN1C(=O)C(O)=C(N=C1C(C)(C)NC(=O)C1=NN=C(C)O1)C(=O)NCC1=CC=C(F)C=C1",FALSE,"Integrated Source Name","RALTEGRAVIR",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ruxolitinib phosphate","941678-49-5","DTXSID10240930","DTXCID40163421","Ruxolitinib",1,"N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1",FALSE,"Approved Name","RUXOLITINIB",9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"vardenafil hydrochloride","224785-90-4","DTXSID3048318","DTXCID5028293","Vardenafil",1,"CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1",FALSE,"Integrated Source Name","VARDENAFIL",16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
