Molecule ChEMBL ID,Parent Molecule ChEMBL ID,Parent Molecule Name,Warning Type,Warning Class,Description,Country/Year,EFO ID,EFO Term,EFO ID for Warning Class,References
CHEMBL1072,CHEMBL1072,BUMETANIDE,Black Box Warning,nephrotoxicity,None,United States: None,None,None,EFO:0011056,Type: DailyMed RefID: 6f611ecf-3a1b-4007-893b-15cd3396910b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f611ecf-3a1b-4007-893b-15cd3396910b|Type: DailyMed RefID: 805a6574-ce08-4dbd-a0f2-c423e14bb897 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=805a6574-ce08-4dbd-a0f2-c423e14bb897|Type: DailyMed RefID: 32c4372e-54ea-4fc8-b9f8-827fa4c8edd3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32c4372e-54ea-4fc8-b9f8-827fa4c8edd3|Type: DailyMed RefID: 4b1181a4-d456-40b8-9434-8f8a99238324 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b1181a4-d456-40b8-9434-8f8a99238324|Type: FDA RefID: 0a5577f5-d2fe-4b0d-8245-78ee77df30fd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a5577f5-d2fe-4b0d-8245-78ee77df30fd|Type: FDA RefID: 48648622-6407-4f4d-a3a8-dd8ba048d06e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48648622-6407-4f4d-a3a8-dd8ba048d06e|Type: FDA RefID: 9ec70fd0-080f-48e4-a133-9d581b88c3d8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ec70fd0-080f-48e4-a133-9d581b88c3d8
CHEMBL1201735,CHEMBL894,BUPROPION,Black Box Warning,psychiatric toxicity,None,United States: None,None,None,EFO:0011059,Type: DailyMed RefID: 6494d2d9-0ce4-4126-b1c7-49684395942b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6494d2d9-0ce4-4126-b1c7-49684395942b|Type: DailyMed RefID: 914bfba9-6602-4bbd-9313-20b84d2e0e37 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=914bfba9-6602-4bbd-9313-20b84d2e0e37|Type: DailyMed RefID: 079d1cc7-db71-4327-b73d-e094b345ae05 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=079d1cc7-db71-4327-b73d-e094b345ae05|Type: DailyMed RefID: 92f0c82c-8b9b-4bad-9de2-6e1b81588000 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=92f0c82c-8b9b-4bad-9de2-6e1b81588000|Type: DailyMed RefID: 72061450-5714-acb4-e053-2a95a90a0a99 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=72061450-5714-acb4-e053-2a95a90a0a99|Type: FDA RefID: 42201f4a-8856-4499-8bc3-d18612b1ec34 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=42201f4a-8856-4499-8bc3-d18612b1ec34|Type: FDA RefID: b725becc-4586-3d37-e053-2a95a90a40d0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b725becc-4586-3d37-e053-2a95a90a40d0
CHEMBL501,CHEMBL405,AMPHETAMINE,Black Box Warning,cardiotoxicity,None,United States: None,None,None,EFO:1001482,Type: DailyMed RefID: f469fb38-0380-4621-9db3-a4f429126156 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f469fb38-0380-4621-9db3-a4f429126156|Type: DailyMed RefID: 79b9db39-7cdc-5607-f0ce-ac2a2cfd59d5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79b9db39-7cdc-5607-f0ce-ac2a2cfd59d5
CHEMBL511142,CHEMBL511142,BUPRENORPHINE,Black Box Warning,misuse,None,United States: None,None,None,EFO:0011049,Type: DailyMed RefID: 6189fb21-9432-45f8-8481-0bfaf3ccde95 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6189fb21-9432-45f8-8481-0bfaf3ccde95|Type: DailyMed RefID: 794aa355-66de-41b8-aedf-f2c40f6bc664 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=794aa355-66de-41b8-aedf-f2c40f6bc664|Type: FDA RefID: 17ad1a5b-e89f-d5a3-d15b-2eb48bcded7d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=17ad1a5b-e89f-d5a3-d15b-2eb48bcded7d|Type: FDA RefID: 315284b8-32ab-d34a-ea02-f501c6131bcc URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=315284b8-32ab-d34a-ea02-f501c6131bcc|Type: DailyMed RefID: 8da7abe2-4f86-4d74-b819-57989f77a633 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8da7abe2-4f86-4d74-b819-57989f77a633|Type: DailyMed RefID: 34767dda-ce52-4f98-a45f-bb5cee0cd5e6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34767dda-ce52-4f98-a45f-bb5cee0cd5e6|Type: DailyMed RefID: a891f3ff-5cad-4e92-b4c4-d5108c8df550 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a891f3ff-5cad-4e92-b4c4-d5108c8df550|Type: FDA RefID: 5c2c7fa6-40fc-4241-9109-e3e2743f0481 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5c2c7fa6-40fc-4241-9109-e3e2743f0481
CHEMBL299400,CHEMBL33986,BUTORPHANOL,Black Box Warning,misuse,None,United States: None,None,None,EFO:0011049,Type: DailyMed RefID: bded5531-8847-4576-9a29-3e44f979d2e0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bded5531-8847-4576-9a29-3e44f979d2e0|Type: DailyMed RefID: 9e99d208-392d-4d35-89c8-0f2eaedda2b8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e99d208-392d-4d35-89c8-0f2eaedda2b8|Type: DailyMed RefID: 5a50d22e-acbe-4b15-9ed6-70713378408a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a50d22e-acbe-4b15-9ed6-70713378408a|Type: FDA RefID: 412499ce-db93-4943-ae1a-564c27b1fb16 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=412499ce-db93-4943-ae1a-564c27b1fb16
CHEMBL1201605,CHEMBL1201605,DACLIZUMAB,Withdrawn,neurotoxicity,"Serious inflammatory brain disorders, including encephalitis and meningoencephalitis, in patients with multiple sclerosis.","European Union: 2018,United Kingdom: 2018,Canada: 2018,United States: 2018",EFO:0020926,noninfective encephalitis,EFO:0011057,Type: MHRA RefID: drug-safety-update/daclizumab-zinbryta-suspension-and-recall-for-safety-reasons-review-patients-as-soon-as-possible-and-start-alternative-therapy URL: https://www.gov.uk/drug-safety-update/daclizumab-zinbryta-suspension-and-recall-for-safety-reasons-review-patients-as-soon-as-possible-and-start-alternative-therapy|Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2018/66214a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2018/66214a-eng.php|Type: EMA RefID: medicines/human/referrals/zinbryta URL: https://www.ema.europa.eu/en/medicines/human/referrals/zinbryta
CHEMBL421701,CHEMBL1185568,DITHIAZANINE,Withdrawn,metabolic toxicity,fatal cases of severe acidosis and shock,"Chad: 1964,Cuba: 1964,Italy: 1964,France: 1964",EFO:1000014,acidosis,EFO:0011054,Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf
CHEMBL1256842,CHEMBL273575,NOMIFENSINE,Withdrawn,hematological toxicity,Serious hypersensitive reactions; Hemolytic Anemia; Hepatotoxicity,Worldwide: 1986,EFO:0005558,hemolytic anemia,EFO:0011051,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf
CHEMBL1200400,CHEMBL1542,AZATHIOPRINE,Black Box Warning,hematological toxicity,None,United States: None,None,None,EFO:0011051,Type: DailyMed RefID: 9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9ffe79a1-ac91-4a7b-a9e3-7c84bfa9ddf0|Type: DailyMed RefID: b1b0fa3e-11c3-46d0-9537-6b372c2a1b56 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1b0fa3e-11c3-46d0-9537-6b372c2a1b56|Type: DailyMed RefID: 2f994aed-f8e7-4967-a167-b22b783b4192 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f994aed-f8e7-4967-a167-b22b783b4192|Type: DailyMed RefID: 0a83e716-b688-433f-ac27-ae95132810cf URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a83e716-b688-433f-ac27-ae95132810cf|Type: FDA RefID: d4c7d621-9642-4027-e053-2995a90a9220 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4c7d621-9642-4027-e053-2995a90a9220
CHEMBL1909285,CHEMBL1909285,NITREFAZOLE,Withdrawn,hematological toxicity,Hepatic and Hematologic Toxicity,"Germany: 1984,Austria: 1984",EFO:0011051,hematological toxicity,EFO:0011051,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf
CHEMBL3183453,CHEMBL36506,NOVOBIOCIN,Withdrawn,hematological toxicity,"Relatively common skin reactions; Jaundice; Hepatic failure; Blood dyscrasias (neutropenia, anemia, and thrombocytopenia)",United States: 2009,HP:0001873,Thrombocytopenia,EFO:0011051,Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf
CHEMBL1200558,CHEMBL1200558,BACITRACIN,Black Box Warning,nephrotoxicity,None,United States: None,None,None,EFO:0011056,Type: DailyMed RefID: fa6026e0-cfa0-46dc-a6ea-b3757c189329 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fa6026e0-cfa0-46dc-a6ea-b3757c189329|Type: DailyMed RefID: ebe21270-5278-4b2a-b91a-21b8d35aa821 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ebe21270-5278-4b2a-b91a-21b8d35aa821|Type: DailyMed RefID: 1054045a-0cda-4684-9675-312415316e83 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1054045a-0cda-4684-9675-312415316e83
CHEMBL1963684,CHEMBL1963684,PEGINESATIDE ACETATE,Withdrawn,immune system toxicity,"serious hypersensitivity reactions, including anaphylaxis, which can be life-threatening or fatal.",United States: 2019,MONDO:0100053,anaphylaxis,EFO:0011053,Type: USGPO RefID: 2019/02/13/2019-02146/takeda-pharmaceuticals-usa-inc-withdrawal-of-approval-of-a-new-drug-application-for-omontys URL: https://www.federalregister.gov/documents/2019/02/13/2019-02146/takeda-pharmaceuticals-usa-inc-withdrawal-of-approval-of-a-new-drug-application-for-omontys|Type: USGPO RefID: 2019/02/13/2019-02146/takeda-pharmaceuticals-usa-inc-withdrawal-of-approval-of-a-new-drug-application-for-omontys URL: https://www.federalregister.gov/documents/2019/02/13/2019-02146/takeda-pharmaceuticals-usa-inc-withdrawal-of-approval-of-a-new-drug-application-for-omontys
CHEMBL1014,CHEMBL1014,CANDESARTAN CILEXETIL,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: 1c90aa68-cc12-41ef-aebc-2616ae45683a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c90aa68-cc12-41ef-aebc-2616ae45683a|Type: DailyMed RefID: 904b357e-97bf-475e-90a5-f0449f2a428e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=904b357e-97bf-475e-90a5-f0449f2a428e|Type: DailyMed RefID: 8b2354fe-f507-4c57-926d-a26c4b88c0a2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8b2354fe-f507-4c57-926d-a26c4b88c0a2|Type: DailyMed RefID: 8ceb5658-b03c-475d-9ef0-2cd0645191d3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8ceb5658-b03c-475d-9ef0-2cd0645191d3|Type: FDA RefID: 2cdfc8ef-8418-4a2f-8cf3-769596fa9ac6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2cdfc8ef-8418-4a2f-8cf3-769596fa9ac6|Type: FDA RefID: 0546ebf7-7d96-4a72-a73d-bf6b263fc1fe URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0546ebf7-7d96-4a72-a73d-bf6b263fc1fe
CHEMBL146095,CHEMBL146095,GLAFENINE,Withdrawn,immune system toxicity,"associated with severe allergic responses, including anaphylactoid reactions",Worldwide: 1984,MONDO:0100053,anaphylaxis,EFO:0011053,Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf
CHEMBL1200695,CHEMBL61006,PHENYLPROPANOLAMINE,Withdrawn,neurotoxicity,Increased risk of hemorrhagic stroke,"Timor-Leste: 2004,United States: 2002,Bhutan: 2004,South Korea: 2004,Australia: 2004",EFO:0020921,hemorrhagic stroke,EFO:0011057,Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: WHO RefID: WHO/PSM/QSM/2005.2 URL: https://apps.who.int/iris/handle/10665/66869|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: WHO RefID: 978-92-4-001477-0?á URL: https://www.who.int/publications/i/item/9789240014770
CHEMBL1560,CHEMBL1560,CAPTOPRIL,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: 2f87bcd5-6fc8-4084-9644-519fa5ee8a6b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f87bcd5-6fc8-4084-9644-519fa5ee8a6b|Type: DailyMed RefID: 6c16b805-ba1e-4da8-861c-081e843fdd1c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c16b805-ba1e-4da8-861c-081e843fdd1c|Type: DailyMed RefID: 5599d8f8-efc8-4acc-a507-280b89fd1dda URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5599d8f8-efc8-4acc-a507-280b89fd1dda|Type: DailyMed RefID: 1fbc9b28-ff10-4b17-a359-e12b4330747e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fbc9b28-ff10-4b17-a359-e12b4330747e|Type: FDA RefID: 563737c5-4d63-4957-8022-e3bc3112dfac URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=563737c5-4d63-4957-8022-e3bc3112dfac|Type: FDA RefID: 1395ba5b-2fc9-41ff-9c43-e0740d781dee URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1395ba5b-2fc9-41ff-9c43-e0740d781dee
CHEMBL1694,CHEMBL838,BENAZEPRIL,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: be41d21c-4747-47bb-b4b7-bbfabcd7a9b1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=be41d21c-4747-47bb-b4b7-bbfabcd7a9b1|Type: DailyMed RefID: 11b3ea2b-02dd-40dc-b073-f8f25bf1a2d2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=11b3ea2b-02dd-40dc-b073-f8f25bf1a2d2|Type: DailyMed RefID: 48aadb84-1468-4cee-b566-f9b1c6fd4403 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48aadb84-1468-4cee-b566-f9b1c6fd4403|Type: FDA RefID: aa90308f-3501-f749-e053-2a95a90a1dd2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa90308f-3501-f749-e053-2a95a90a1dd2|Type: FDA RefID: 6d24bcc1-e5f4-4d65-9858-5fc583efe572 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6d24bcc1-e5f4-4d65-9858-5fc583efe572|Type: FDA RefID: 2c438366-8cad-7be6-1006-15d5a25c7a9b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2c438366-8cad-7be6-1006-15d5a25c7a9b
CHEMBL108,CHEMBL108,CARBAMAZEPINE,Black Box Warning,dermatological toxicity,None,United States: None,None,None,EFO:0011048,Type: DailyMed RefID: 88dd818c-80b5-a85c-e053-2a95a90aa84d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=88dd818c-80b5-a85c-e053-2a95a90aa84d|Type: DailyMed RefID: f8444c23-a74f-4d44-867e-26554dbb882f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f8444c23-a74f-4d44-867e-26554dbb882f|Type: DailyMed RefID: c1fc31ef-6b2e-4de4-a185-ec44e94e7b40 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1fc31ef-6b2e-4de4-a185-ec44e94e7b40|Type: DailyMed RefID: 66d627ff-5f1d-0a25-e053-2a91aa0afe24 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66d627ff-5f1d-0a25-e053-2a91aa0afe24|Type: DailyMed RefID: 59404085-ac5d-794d-e053-2991aa0abbc5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59404085-ac5d-794d-e053-2991aa0abbc5|Type: FDA RefID: 05abd4c3-ef6d-4f97-a661-1c197df90667 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=05abd4c3-ef6d-4f97-a661-1c197df90667|Type: FDA RefID: 867a5f4d-8ae6-4339-bbb4-0bf62fb082e5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=867a5f4d-8ae6-4339-bbb4-0bf62fb082e5|Type: FDA RefID: bf1590a0-68a7-45ed-817e-f97366f96ec4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bf1590a0-68a7-45ed-817e-f97366f96ec4
CHEMBL3989830,CHEMBL1419,SIBUTRAMINE,Withdrawn,neurotoxicity,cardiovascular; increased risk of heart attack and stroke,"United States: 2010,Indonesia: 2010,Australia: 2010,Egypt: 2010,India: 2010,Canada: 2010,Guatemala: 2010,Hong Kong: 2010,European Union: 2010,New Zealand: 2010",EFO:0000712,stroke,EFO:0011057,Type: EMA RefID: Referrals_document/Sibutramine_107/WC500094238.pdf URL: http://www.ema.europa.eu/docs/en_GB/document_library/Referrals_document/Sibutramine_107/WC500094238.pdf|Type: MEDSAFE RefID: 2010/SibutramineOct2010.asp URL: http://www.medsafe.govt.nz/hot/media/2010/SibutramineOct2010.asp|Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf|Type: PubMed RefID: 21574210 URL: http://europepmc.org/abstract/MED/21574210|Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2010/13438a-eng.php URL: http://www.healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2010/13438a-eng.php|Type: Other RefID: http://pib.nic.in/newsite/erelease.aspx?relid=70841 URL: http://pib.nic.in/newsite/erelease.aspx?relid=70841|Type: Other RefID: http://www.info.gov.hk/gia/general/201011/02/P201011020204.htm URL: http://www.info.gov.hk/gia/general/201011/02/P201011020204.htm|Type: FDA RefID: 7993/20170111132935/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm228830.htm URL: http://wayback.archive-it.org/7993/20170111132935/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm228830.htm|Type: WHO RefID: 978-92-4-001477-0?á URL: https://www.who.int/publications/i/item/9789240014770
CHEMBL1023,CHEMBL1023,BEXAROTENE,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: d7fc7c7b-2ecf-4543-8bb4-9b4415d66613 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7fc7c7b-2ecf-4543-8bb4-9b4415d66613|Type: DailyMed RefID: 7437a43f-172a-4f4e-8132-fe23b00224f9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7437a43f-172a-4f4e-8132-fe23b00224f9|Type: DailyMed RefID: 2d1eb4bd-51f9-4c9b-9fb1-0be5e30a3dc5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d1eb4bd-51f9-4c9b-9fb1-0be5e30a3dc5|Type: DailyMed RefID: 7945daa3-b607-48c3-a94f-f3a28b033dad URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7945daa3-b607-48c3-a94f-f3a28b033dad|Type: FDA RefID: 3292c63c-052f-4f28-b739-530a86e660bf URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3292c63c-052f-4f28-b739-530a86e660bf|Type: FDA RefID: dc8d68d1-0c5c-4004-b71d-22b83daf4270 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dc8d68d1-0c5c-4004-b71d-22b83daf4270|Type: FDA RefID: f9514265-6e2c-9030-e053-6394a90aa04b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f9514265-6e2c-9030-e053-6394a90aa04b
CHEMBL44354,CHEMBL44354,CEFTAZIDIME,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL2024517,CHEMBL2028019,CARIPRAZINE,Black Box Warning,None,None,United States: None,None,None,None,Type: DailyMed RefID: 4b5f7c65-aa2d-452a-b3db-bc85c06ff12f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f
CHEMBL1742992,CHEMBL1742992,BLINATUMOMAB,Black Box Warning,None,None,United States: None,None,None,None,
CHEMBL2105740,CHEMBL282724,SITAXENTAN,Withdrawn,hepatotoxicity,Liver damage,"Canada: 2010,Australia: 2010,Worldwide: 2010,European Union: 2010",EFO:0004228,drug-induced liver injury,EFO:0011052,Type: Health Canada RefID: recall-alert-rappel-avis/hc-sc/2010/16113a-eng.php URL: https://healthycanadians.gc.ca/recall-alert-rappel-avis/hc-sc/2010/16113a-eng.php|Type: EMA RefID: Public_statement/2011/03/WC500102595.pdf URL: http://www.ema.europa.eu/docs/en_GB/document_library/Public_statement/2011/03/WC500102595.pdf|Type: TGA RefID: alert/thelin-sitaxentan-worldwide-withdrawal URL: https://www.tga.gov.au/alert/thelin-sitaxentan-worldwide-withdrawal|Type: EMA RefID: Public_statement/2011/03/WC500102595.pdf URL: http://www.ema.europa.eu/docs/en_GB/document_library/Public_statement/2011/03/WC500102595.pdf
CHEMBL118,CHEMBL118,CELECOXIB,Black Box Warning,neurotoxicity,None,United States: None,None,None,EFO:0011057,Type: DailyMed RefID: 9f9dd7b9-a072-46d0-a8b5-b3e138c85f1c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9f9dd7b9-a072-46d0-a8b5-b3e138c85f1c|Type: DailyMed RefID: fbe2ac60-fc15-471a-b616-7a378a549f1c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fbe2ac60-fc15-471a-b616-7a378a549f1c|Type: DailyMed RefID: cbd2d6de-6f0d-4b69-8e27-a1fe08830ba5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cbd2d6de-6f0d-4b69-8e27-a1fe08830ba5|Type: DailyMed RefID: a201d754-98dc-42eb-894c-10f3e64f0ad1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a201d754-98dc-42eb-894c-10f3e64f0ad1|Type: DailyMed RefID: 6f2d707f-1415-3677-e053-2a91aa0a5b9b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f2d707f-1415-3677-e053-2a91aa0a5b9b|Type: FDA RefID: ac670924-0a3f-4f94-ac01-9e3c3071c990 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ac670924-0a3f-4f94-ac01-9e3c3071c990|Type: FDA RefID: 550c828b-8c88-4c47-a7b8-a436aed46dc7 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=550c828b-8c88-4c47-a7b8-a436aed46dc7|Type: FDA RefID: c213e224-c2fb-726e-e053-2a95a90a21c5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c213e224-c2fb-726e-e053-2a95a90a21c5
CHEMBL1909283,CHEMBL1909283,MEBANAZINE,Withdrawn,None,Hepatotoxicity; Drug Interaction,United Kingdom: 1975,EFO:0009878,drug interaction,None,Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134
CHEMBL515,CHEMBL515,CHLORAMBUCIL,Black Box Warning,teratogenicity,None,United States: None,None,None,EFO:0009880,Type: DailyMed RefID: 967ed3ff-d99b-41e8-b768-dfb586d3d9a6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=967ed3ff-d99b-41e8-b768-dfb586d3d9a6|Type: FDA RefID: e3d7a0f9-d704-4676-b16e-622ff6d22aa2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e3d7a0f9-d704-4676-b16e-622ff6d22aa2
